Role,Education,Experience,Salary,Role_Encoded,Education_Encoded
Cybersecurity Analyst,Master's,10,3837200.0,20,1
Cybersecurity Analyst,Bachelor's,17,6514200.0,20,0
Cybersecurity Analyst,Master's,28,29493600.0,20,1
Cybersecurity Analyst,Master's,30,37001900.0,20,1
Cybersecurity Analyst,PhD,18,11686600.0,20,2
Cybersecurity Analyst,Master's,10,3831000.0,20,1
Cybersecurity Analyst,Bachelor's,28,22693000.0,20,0
Cybersecurity Analyst,Master's,18,9504300.0,20,1
Cybersecurity Analyst,PhD,28,36304300.0,20,2
Cybersecurity Analyst,Bachelor's,4,1490600.0,20,0
Cybersecurity Analyst,PhD,7,3359000.0,20,2
Cybersecurity Analyst,Bachelor's,11,3304500.0,20,0
Cybersecurity Analyst,Bachelor's,2,1198100.0,20,0
Cybersecurity Analyst,PhD,24,23069400.0,20,2
Cybersecurity Analyst,Master's,20,11916800.0,20,1
Cybersecurity Analyst,PhD,1,1709600.0,20,2
Cybersecurity Analyst,Bachelor's,15,5201300.0,20,0
Cybersecurity Analyst,Master's,9,3432000.0,20,1
Cybersecurity Analyst,Master's,25,20987800.0,20,1
Cybersecurity Analyst,PhD,30,45533600.0,20,2
Cybersecurity Analyst,PhD,5,2674700.0,20,2
Cybersecurity Analyst,Master's,23,16726700.0,20,1
Cybersecurity Analyst,Master's,2,1551200.0,20,1
Cybersecurity Analyst,Master's,7,2725800.0,20,1
Cybersecurity Analyst,PhD,20,14660300.0,20,2
Cybersecurity Analyst,Bachelor's,22,11489400.0,20,0
Cybersecurity Analyst,PhD,3,2144500.0,20,2
Cybersecurity Analyst,Bachelor's,15,5200300.0,20,0
Cybersecurity Analyst,Master's,22,14942700.0,20,1
Cybersecurity Analyst,Master's,29,33036700.0,20,1
Cybersecurity Analyst,Master's,18,9501000.0,20,1
Cybersecurity Analyst,Bachelor's,30,28459200.0,20,0
Cybersecurity Analyst,Master's,18,9496300.0,20,1
Cybersecurity Analyst,Master's,25,20992800.0,20,1
Cybersecurity Analyst,Master's,20,11913600.0,20,1
Cybersecurity Analyst,Bachelor's,3,1342100.0,20,0
Cybersecurity Analyst,Master's,22,14939500.0,20,1
Cybersecurity Analyst,PhD,19,13095300.0,20,2
Cybersecurity Analyst,Bachelor's,26,18091200.0,20,0
Cybersecurity Analyst,Bachelor's,27,20262100.0,20,0
DevOps Engineer,Master's,12,4560600.0,25,1
DevOps Engineer,PhD,26,27412300.0,25,2
DevOps Engineer,PhD,5,2539300.0,25,2
DevOps Engineer,Master's,17,8026400.0,25,1
DevOps Engineer,PhD,12,5613800.0,25,2
DevOps Engineer,Master's,12,4566700.0,25,1
DevOps Engineer,Master's,16,7169600.0,25,1
DevOps Engineer,Bachelor's,19,7745000.0,25,0
DevOps Engineer,Bachelor's,20,8675800.0,25,0
DevOps Engineer,Master's,25,19875700.0,25,1
DevOps Engineer,Master's,6,2308000.0,25,1
DevOps Engineer,Bachelor's,3,1259400.0,25,0
DevOps Engineer,Bachelor's,29,24079400.0,25,0
DevOps Engineer,Master's,15,6400600.0,25,1
DevOps Engineer,Master's,30,35060600.0,25,1
DevOps Engineer,Bachelor's,12,3505000.0,25,0
DevOps Engineer,PhD,19,12407600.0,25,2
DevOps Engineer,Bachelor's,3,1274600.0,25,0
DevOps Engineer,Master's,0,1169200.0,25,1
DevOps Engineer,PhD,17,9887700.0,25,2
DevOps Engineer,PhD,19,12408200.0,25,2
DevOps Engineer,Master's,24,17757100.0,25,1
DevOps Engineer,Bachelor's,25,15295900.0,25,0
DevOps Engineer,Bachelor's,18,6924000.0,25,0
DevOps Engineer,PhD,24,21854200.0,25,2
DevOps Engineer,Bachelor's,6,1784600.0,25,0
DevOps Engineer,Master's,22,14159200.0,25,1
DevOps Engineer,Bachelor's,1,1008200.0,25,0
DevOps Engineer,Master's,10,3634700.0,25,1
DevOps Engineer,Bachelor's,1,1006200.0,25,0
DevOps Engineer,Master's,13,5099900.0,25,1
DevOps Engineer,Bachelor's,4,1401600.0,25,0
DevOps Engineer,Master's,21,12642700.0,25,1
DevOps Engineer,Master's,15,6408600.0,25,1
DevOps Engineer,PhD,28,34388600.0,25,2
DevOps Engineer,PhD,7,3188400.0,25,2
DevOps Engineer,Master's,27,24950500.0,25,1
DevOps Engineer,PhD,30,43142200.0,25,2
DevOps Engineer,Bachelor's,6,1777100.0,25,0
DevOps Engineer,Master's,19,10082300.0,25,1
DevOps Engineer,Master's,14,5719500.0,25,1
DevOps Engineer,Master's,19,10075700.0,25,1
DevOps Engineer,Master's,26,22277300.0,25,1
DevOps Engineer,Master's,16,7175800.0,25,1
DevOps Engineer,PhD,1,1612500.0,25,2
DevOps Engineer,Bachelor's,9,2492100.0,25,0
DevOps Engineer,PhD,5,2533800.0,25,2
DevOps Engineer,PhD,17,9876400.0,25,2
DevOps Engineer,PhD,18,11066800.0,25,2
DevOps Engineer,Master's,7,2585200.0,25,1
Cloud Architect,Bachelor's,3,1821700.0,15,0
Cloud Architect,Bachelor's,14,6347600.0,15,0
Cloud Architect,PhD,15,11385300.0,15,2
Cloud Architect,Master's,11,5883500.0,15,1
Cloud Architect,Master's,6,3327900.0,15,1
Cloud Architect,PhD,17,14287900.0,15,2
Cloud Architect,PhD,7,4610900.0,15,2
Cloud Architect,PhD,7,4599100.0,15,2
Cloud Architect,Bachelor's,27,27719600.0,15,0
Cloud Architect,Master's,5,2983100.0,15,1
Cloud Architect,Master's,21,18254200.0,15,1
Cloud Architect,Bachelor's,30,38953600.0,15,0
Cloud Architect,Bachelor's,22,15732200.0,15,0
Cloud Architect,Master's,3,2371200.0,15,1
Cloud Architect,Master's,25,28724200.0,15,1
Cloud Architect,PhD,4,3271600.0,15,2
Cloud Architect,Bachelor's,2,1639700.0,15,0
Cloud Architect,Master's,25,28731200.0,15,1
Cloud Architect,Master's,29,45203400.0,15,1
Cloud Architect,Bachelor's,8,3221700.0,15,0
Cloud Architect,Master's,17,11605000.0,15,1
Cloud Architect,Bachelor's,10,4035500.0,15,0
Cloud Architect,Master's,14,8252600.0,15,1
Cloud Architect,Master's,21,18263900.0,15,1
Cloud Architect,PhD,11,7230400.0,15,2
Cloud Architect,Bachelor's,27,27719800.0,15,0
Cloud Architect,Master's,29,45204400.0,15,1
Cloud Architect,Master's,8,4192600.0,15,1
Cloud Architect,PhD,14,10167400.0,15,2
Cloud Architect,PhD,15,11378900.0,15,2
Cloud Architect,Master's,16,10359900.0,15,1
Cloud Architect,PhD,26,39609500.0,15,2
Cloud Architect,PhD,0,2081900.0,15,2
Cloud Architect,Master's,2,2116000.0,15,1
Cloud Architect,PhD,6,4107900.0,15,2
Cloud Architect,Bachelor's,7,2868900.0,15,0
Cloud Architect,PhD,22,25167500.0,15,2
Cloud Architect,Master's,24,25648900.0,15,1
Cloud Architect,PhD,5,3662700.0,15,2
Cloud Architect,Bachelor's,20,12539200.0,15,0
Cloud Architect,Bachelor's,13,5674300.0,15,0
Cloud Architect,Bachelor's,6,2567100.0,15,0
Cloud Architect,Bachelor's,2,1635000.0,15,0
Cloud Architect,PhD,22,25170400.0,15,2
Cloud Architect,PhD,26,39595500.0,15,2
Cloud Architect,Master's,3,2367200.0,15,1
Cloud Architect,Bachelor's,7,2872700.0,15,0
Cloud Architect,PhD,13,9071000.0,15,2
Cloud Architect,PhD,19,17914300.0,15,2
Cloud Architect,Master's,25,28728600.0,15,1
Database Administrator,Master's,22,11799700.0,23,1
Database Administrator,Master's,18,7494200.0,23,1
Database Administrator,PhD,9,3331900.0,23,2
Database Administrator,Bachelor's,6,1482800.0,23,0
Database Administrator,Master's,30,29221100.0,23,1
Database Administrator,Bachelor's,27,15998400.0,23,0
Database Administrator,PhD,14,5857200.0,23,2
Database Administrator,Bachelor's,28,17911600.0,23,0
Database Administrator,Bachelor's,29,20062900.0,23,0
Database Administrator,Bachelor's,13,3269700.0,23,0
Database Administrator,PhD,20,11570300.0,23,2
Database Administrator,Master's,8,2408700.0,23,1
Database Administrator,PhD,3,1679900.0,23,2
Database Administrator,PhD,30,35945500.0,23,2
Database Administrator,PhD,15,6572000.0,23,2
Database Administrator,Master's,11,3388300.0,23,1
Database Administrator,PhD,10,3723300.0,23,2
Database Administrator,Bachelor's,2,941000.0,23,0
Database Administrator,Bachelor's,20,7239600.0,23,0
Database Administrator,Bachelor's,7,1660500.0,23,0
Database Administrator,Bachelor's,22,9066200.0,23,0
Database Administrator,Master's,14,4761500.0,23,1
Database Administrator,PhD,8,2966200.0,23,2
Database Administrator,Master's,7,2153100.0,23,1
Database Administrator,Bachelor's,18,5774600.0,23,0
Database Administrator,PhD,3,1684600.0,23,2
Database Administrator,PhD,6,2366800.0,23,2
Database Administrator,Bachelor's,2,938300.0,23,0
Database Administrator,Master's,11,3392200.0,23,1
Database Administrator,PhD,8,2973900.0,23,2
Database Administrator,Bachelor's,7,1654900.0,23,0
Database Administrator,Bachelor's,17,5150500.0,23,0
Database Administrator,Bachelor's,28,17909800.0,23,0
Database Administrator,PhD,27,25589700.0,23,2
Database Administrator,Master's,0,967900.0,23,1
Database Administrator,PhD,7,2639900.0,23,2
Database Administrator,Master's,2,1216600.0,23,1
Database Administrator,Bachelor's,12,2908800.0,23,0
Database Administrator,Bachelor's,5,1323200.0,23,0
Database Administrator,Bachelor's,25,12751500.0,23,0
Database Administrator,PhD,20,11568300.0,23,2
Database Administrator,Master's,10,3026600.0,23,1
Database Administrator,Master's,29,26085300.0,23,1
Database Administrator,Bachelor's,8,1854100.0,23,0
Database Administrator,Bachelor's,23,10169500.0,23,0
Database Administrator,PhD,8,2971600.0,23,2
Database Administrator,PhD,12,4673700.0,23,2
Database Administrator,PhD,12,4675700.0,23,2
Database Administrator,PhD,13,5234300.0,23,2
Database Administrator,PhD,11,4168600.0,23,2
Sales Manager,Bachelor's,20,8685900.0,60,0
Sales Manager,Bachelor's,12,3500600.0,60,0
Sales Manager,Master's,6,2313400.0,60,1
Sales Manager,Bachelor's,14,4401100.0,60,0
Sales Manager,Master's,17,8031900.0,60,1
Sales Manager,PhD,3,2018600.0,60,2
Sales Manager,Master's,4,1840000.0,60,1
Sales Manager,Bachelor's,0,895100.0,60,0
Sales Manager,Master's,18,8999800.0,60,1
Sales Manager,PhD,28,34391900.0,60,2
Sales Manager,Bachelor's,9,2501700.0,60,0
Sales Manager,Master's,13,5096600.0,60,1
Sales Manager,Master's,18,8998300.0,60,1
Sales Manager,PhD,19,12406200.0,60,2
Sales Manager,Master's,26,22277900.0,60,1
Sales Manager,PhD,15,7890400.0,60,2
Sales Manager,Master's,7,2589300.0,60,1
Sales Manager,PhD,10,4477000.0,60,2
Sales Manager,Bachelor's,22,10887500.0,60,0
Sales Manager,Bachelor's,29,24075400.0,60,0
Sales Manager,Bachelor's,30,26970300.0,60,0
Sales Manager,Bachelor's,5,1581800.0,60,0
Sales Manager,Bachelor's,21,9722000.0,60,0
Sales Manager,Bachelor's,22,10895700.0,60,0
Sales Manager,Bachelor's,20,8683000.0,60,0
Sales Manager,Master's,2,1472900.0,60,1
Sales Manager,PhD,27,30715300.0,60,2
Sales Manager,PhD,7,3185700.0,60,2
Sales Manager,PhD,15,7881500.0,60,2
Sales Manager,PhD,1,1611100.0,60,2
Sales Manager,Bachelor's,6,1771600.0,60,0
Sales Manager,Bachelor's,9,2493600.0,60,0
Sales Manager,Master's,27,24952300.0,60,1
Sales Manager,Bachelor's,5,1592700.0,60,0
Sales Manager,Bachelor's,7,1983400.0,60,0
Sales Manager,Master's,0,1167000.0,60,1
Sales Manager,PhD,3,2017500.0,60,2
Sales Manager,Master's,26,22277400.0,60,1
Sales Manager,Master's,21,12639800.0,60,1
Sales Manager,PhD,17,9890800.0,60,2
Sales Manager,Master's,26,22276700.0,60,1
Sales Manager,Master's,4,1835100.0,60,1
Sales Manager,Master's,28,27937100.0,60,1
Sales Manager,PhD,22,17417200.0,60,2
Sales Manager,Master's,3,1643800.0,60,1
Sales Manager,Bachelor's,12,3507200.0,60,0
Sales Manager,PhD,14,7037400.0,60,2
Sales Manager,Bachelor's,1,1010000.0,60,0
Sales Manager,Bachelor's,21,9726700.0,60,0
Sales Manager,PhD,9,3990800.0,60,2
Marketing Manager,Master's,12,4298700.0,44,1
Marketing Manager,PhD,6,2680100.0,44,2
Marketing Manager,PhD,0,1354600.0,44,2
Marketing Manager,PhD,12,5299700.0,44,2
Marketing Manager,PhD,1,1510500.0,44,2
Marketing Manager,Bachelor's,2,1064800.0,44,0
Marketing Manager,Master's,7,2448100.0,44,1
Marketing Manager,PhD,4,2136800.0,44,2
Marketing Manager,PhD,20,13119400.0,44,2
Marketing Manager,Bachelor's,3,1193800.0,44,0
Marketing Manager,Master's,18,8498700.0,44,1
Marketing Manager,Master's,10,3426900.0,44,1
Marketing Manager,Master's,12,4302300.0,44,1
Marketing Manager,Master's,10,3431700.0,44,1
Marketing Manager,PhD,27,29002600.0,44,2
Marketing Manager,Bachelor's,13,3707000.0,44,0
Marketing Manager,Master's,11,3839300.0,44,1
Marketing Manager,Master's,30,33105900.0,44,1
Marketing Manager,PhD,25,23136400.0,44,2
Marketing Manager,Master's,23,14969100.0,44,1
Marketing Manager,PhD,14,6650200.0,44,2
Marketing Manager,PhD,17,9338800.0,44,2
Marketing Manager,Bachelor's,18,6535900.0,44,0
Marketing Manager,PhD,14,6651200.0,44,2
Marketing Manager,PhD,14,6649300.0,44,2
Marketing Manager,PhD,8,3367800.0,44,2
Marketing Manager,Bachelor's,16,5203900.0,44,0
Marketing Manager,PhD,30,40750300.0,44,2
Marketing Manager,Master's,2,1389100.0,44,1
Marketing Manager,Master's,28,26377000.0,44,1
Marketing Manager,PhD,22,16456300.0,44,2
Marketing Manager,Bachelor's,21,9181300.0,44,0
Marketing Manager,PhD,2,1702100.0,44,2
Marketing Manager,Master's,20,10661200.0,44,1
Marketing Manager,Master's,8,2731500.0,44,1
Marketing Manager,Bachelor's,29,22734000.0,44,0
Marketing Manager,PhD,2,1703300.0,44,2
Marketing Manager,PhD,2,1710300.0,44,2
Marketing Manager,Bachelor's,3,1196800.0,44,0
Marketing Manager,Bachelor's,12,3315200.0,44,0
Marketing Manager,Bachelor's,27,18132100.0,44,0
Marketing Manager,PhD,1,1526700.0,44,2
Marketing Manager,PhD,7,3014200.0,44,2
Marketing Manager,Master's,3,1549000.0,44,1
Marketing Manager,Master's,30,33104800.0,44,1
Marketing Manager,PhD,13,5931600.0,44,2
Marketing Manager,Bachelor's,12,3308000.0,44,0
Marketing Manager,Master's,9,3065900.0,44,1
Marketing Manager,Master's,27,23566200.0,44,1
Marketing Manager,PhD,30,40741700.0,44,2
Product Manager,Master's,6,3071200.0,55,1
Product Manager,Master's,22,18872700.0,55,1
Product Manager,PhD,21,20742100.0,55,2
Product Manager,Bachelor's,16,7346500.0,55,0
Product Manager,Bachelor's,29,32100200.0,55,0
Product Manager,Bachelor's,18,9229300.0,55,0
Product Manager,Bachelor's,24,18199300.0,55,0
Product Manager,Master's,3,2192600.0,55,1
Product Manager,Master's,19,13438000.0,55,1
Product Manager,Master's,27,33277900.0,55,1
Product Manager,Master's,19,13430500.0,55,1
Product Manager,Master's,30,46732400.0,55,1
Product Manager,Bachelor's,26,22844400.0,55,0
Product Manager,PhD,30,57527500.0,55,2
Product Manager,Master's,1,1748900.0,55,1
Product Manager,PhD,8,4749100.0,55,2
Product Manager,Bachelor's,14,5868100.0,55,0
Product Manager,Master's,5,2753900.0,55,1
Product Manager,Bachelor's,22,14515500.0,55,0
Product Manager,Master's,4,2466900.0,55,1
Product Manager,Bachelor's,28,28661600.0,55,0
Product Manager,Master's,11,5421300.0,55,1
Product Manager,Master's,14,7623300.0,55,1
Product Manager,Master's,15,8542000.0,55,1
Product Manager,PhD,4,3024800.0,55,2
Product Manager,Bachelor's,23,16263400.0,55,0
Product Manager,PhD,9,5322200.0,55,2
Product Manager,PhD,12,7477200.0,55,2
Product Manager,Bachelor's,0,1196700.0,55,0
Product Manager,PhD,24,29141000.0,55,2
Product Manager,Master's,8,3863500.0,55,1
Product Manager,Bachelor's,9,3326300.0,55,0
Product Manager,Bachelor's,4,1876100.0,55,0
Product Manager,Bachelor's,2,1505100.0,55,0
Product Manager,PhD,15,10506500.0,55,2
Product Manager,Bachelor's,27,25583800.0,55,0
Product Manager,PhD,8,4754900.0,55,2
Product Manager,PhD,1,2143800.0,55,2
Product Manager,Bachelor's,8,2973100.0,55,0
Product Manager,Master's,0,1563100.0,55,1
Product Manager,Bachelor's,22,14512600.0,55,0
Product Manager,PhD,3,2701600.0,55,2
Product Manager,Master's,2,1962200.0,55,1
Product Manager,Bachelor's,27,25583000.0,55,0
Product Manager,Master's,21,16850000.0,55,1
Product Manager,PhD,2,2409200.0,55,2
Product Manager,Bachelor's,24,18216900.0,55,0
Product Manager,Bachelor's,11,4177200.0,55,0
Product Manager,PhD,20,18515500.0,55,2
Product Manager,Master's,23,21145600.0,55,1
Operations Manager,Master's,21,14045900.0,49,1
Operations Manager,PhD,24,24286200.0,49,2
Operations Manager,PhD,14,7822700.0,49,2
Operations Manager,Bachelor's,10,3104500.0,49,0
Operations Manager,Bachelor's,3,1404400.0,49,0
Operations Manager,Bachelor's,19,8610300.0,49,0
Operations Manager,PhD,27,34115500.0,49,2
Operations Manager,Master's,11,4518500.0,49,1
Operations Manager,PhD,21,17285000.0,49,2
Operations Manager,Master's,6,2566900.0,49,1
Operations Manager,Bachelor's,24,15179100.0,49,0
Operations Manager,Bachelor's,29,26757700.0,49,0
Operations Manager,PhD,20,15434900.0,49,2
Operations Manager,PhD,18,12304200.0,49,2
Operations Manager,Bachelor's,10,3107700.0,49,0
Operations Manager,Bachelor's,21,10809600.0,49,0
Operations Manager,PhD,3,2249400.0,49,2
Operations Manager,Bachelor's,1,1122800.0,49,0
Operations Manager,Master's,27,27718800.0,49,1
Operations Manager,Master's,3,1826200.0,49,1
Operations Manager,Master's,7,2874000.0,49,1
Operations Manager,PhD,27,34121000.0,49,2
Operations Manager,Master's,8,3222100.0,49,1
Operations Manager,PhD,9,4432600.0,49,2
Operations Manager,Bachelor's,25,16997800.0,49,0
Operations Manager,PhD,10,4973700.0,49,2
Operations Manager,Bachelor's,20,9650800.0,49,0
Operations Manager,PhD,27,34120100.0,49,2
Operations Manager,PhD,10,4975600.0,49,2
Operations Manager,Bachelor's,14,4882600.0,49,0
Operations Manager,PhD,8,3967100.0,49,2
Operations Manager,Master's,4,2051100.0,49,1
Operations Manager,Bachelor's,10,3105300.0,49,0
Operations Manager,Master's,26,24749400.0,49,1
Operations Manager,Master's,14,6355500.0,49,1
Operations Manager,Master's,4,2044800.0,49,1
Operations Manager,Master's,5,2284500.0,49,1
Operations Manager,PhD,29,42800800.0,49,2
Operations Manager,PhD,29,42799600.0,49,2
Operations Manager,Bachelor's,10,3111500.0,49,0
Operations Manager,Bachelor's,16,6128200.0,49,0
Operations Manager,Master's,8,3221700.0,49,1
Operations Manager,PhD,27,34120000.0,49,2
Operations Manager,PhD,4,2519300.0,49,2
Operations Manager,Bachelor's,17,6862500.0,49,0
Operations Manager,Master's,17,8926600.0,49,1
Operations Manager,Master's,5,2293800.0,49,1
Operations Manager,PhD,28,38211300.0,49,2
Operations Manager,Master's,16,7969600.0,49,1
Operations Manager,Master's,1,1458900.0,49,1
Business Analyst,PhD,7,2475500.0,9,2
Business Analyst,PhD,29,29953700.0,9,2
Business Analyst,Bachelor's,10,2169300.0,9,0
Business Analyst,Master's,21,9833900.0,9,1
Business Analyst,Bachelor's,21,7568400.0,9,0
Business Analyst,Bachelor's,27,14929200.0,9,0
Business Analyst,Master's,30,27257300.0,9,1
Business Analyst,Master's,22,11014300.0,9,1
Business Analyst,PhD,21,12098100.0,9,2
Business Analyst,PhD,11,3895600.0,9,2
Business Analyst,Bachelor's,12,2725400.0,9,0
Business Analyst,PhD,26,21321600.0,9,2
Business Analyst,Master's,18,7015300.0,9,1
Business Analyst,PhD,16,6858700.0,9,2
Business Analyst,PhD,19,9645900.0,9,2
Business Analyst,Master's,13,3967400.0,9,1
Business Analyst,Bachelor's,17,4797000.0,9,0
Business Analyst,Bachelor's,17,4814300.0,9,0
Business Analyst,Bachelor's,25,11896000.0,9,0
Business Analyst,Bachelor's,16,4295000.0,9,0
Business Analyst,Master's,1,1013800.0,9,1
Business Analyst,Bachelor's,10,2177600.0,9,0
Business Analyst,PhD,20,10811900.0,9,2
Business Analyst,PhD,12,4364000.0,9,2
Business Analyst,PhD,14,5480700.0,9,2
Business Analyst,PhD,9,3103200.0,9,2
Business Analyst,PhD,17,7692000.0,9,2
Business Analyst,Bachelor's,15,3824900.0,9,0
Business Analyst,PhD,15,6128600.0,9,2
Business Analyst,Bachelor's,26,13330300.0,9,0
Business Analyst,Master's,14,4446700.0,9,1
Business Analyst,PhD,23,15183800.0,9,2
Business Analyst,PhD,7,2472700.0,9,2
Business Analyst,PhD,1,1260500.0,9,2
Business Analyst,Bachelor's,16,4282400.0,9,0
Business Analyst,PhD,12,4365100.0,9,2
Business Analyst,Bachelor's,30,20973700.0,9,0
Business Analyst,Bachelor's,28,16716300.0,9,0
Business Analyst,Bachelor's,27,14924000.0,9,0
Business Analyst,Master's,7,2011900.0,9,1
Business Analyst,PhD,6,2205200.0,9,2
Business Analyst,PhD,18,8607300.0,9,2
Business Analyst,Master's,14,4444300.0,9,1
Business Analyst,PhD,30,33550300.0,9,2
Business Analyst,PhD,8,2771800.0,9,2
Business Analyst,Master's,29,24348100.0,9,1
Business Analyst,Master's,4,1436200.0,9,1
Business Analyst,Master's,24,13815500.0,9,1
Business Analyst,Master's,15,4988200.0,9,1
Business Analyst,Bachelor's,15,3822900.0,9,0
Human Resources Manager,PhD,22,15497400.0,37,2
Human Resources Manager,PhD,1,1435500.0,37,2
Human Resources Manager,PhD,29,34242800.0,37,2
Human Resources Manager,Master's,21,11236500.0,37,1
Human Resources Manager,Bachelor's,16,4896400.0,37,0
Human Resources Manager,Bachelor's,26,15236000.0,37,0
Human Resources Manager,Bachelor's,4,1259000.0,37,0
Human Resources Manager,Bachelor's,18,6147200.0,37,0
Human Resources Manager,Bachelor's,8,1974700.0,37,0
Human Resources Manager,PhD,6,2525600.0,37,2
Human Resources Manager,PhD,5,2256900.0,37,2
Human Resources Manager,PhD,28,30573800.0,37,2
Human Resources Manager,Master's,24,15790000.0,37,1
Human Resources Manager,Bachelor's,8,1977700.0,37,0
Human Resources Manager,Bachelor's,5,1412100.0,37,0
Human Resources Manager,PhD,12,4990700.0,37,2
Human Resources Manager,PhD,0,1279100.0,37,2
Human Resources Manager,Master's,16,6365800.0,37,1
Human Resources Manager,PhD,10,3967900.0,37,2
Human Resources Manager,PhD,28,30569600.0,37,2
Human Resources Manager,PhD,5,2258300.0,37,2
Human Resources Manager,PhD,20,12347500.0,37,2
Human Resources Manager,Bachelor's,4,1262300.0,37,0
Human Resources Manager,Bachelor's,15,4381000.0,37,0
Human Resources Manager,Master's,2,1305500.0,37,1
Human Resources Manager,PhD,3,1799500.0,37,2
Human Resources Manager,PhD,1,1435500.0,37,2
Human Resources Manager,Bachelor's,7,1772600.0,37,0
Human Resources Manager,PhD,13,5590800.0,37,2
Human Resources Manager,PhD,18,9852800.0,37,2
Human Resources Manager,PhD,17,8785200.0,37,2
Human Resources Manager,Bachelor's,16,4901800.0,37,0
Human Resources Manager,Master's,20,10027000.0,37,1
Human Resources Manager,Bachelor's,5,1403100.0,37,0
Human Resources Manager,Bachelor's,4,1255700.0,37,0
Human Resources Manager,Master's,23,14102100.0,37,1
Human Resources Manager,PhD,0,1277300.0,37,2
Human Resources Manager,PhD,21,13820400.0,37,2
Human Resources Manager,Bachelor's,26,15231300.0,37,0
Human Resources Manager,Bachelor's,12,3114000.0,37,0
Human Resources Manager,Master's,6,2046800.0,37,1
Human Resources Manager,PhD,21,13831500.0,37,2
Human Resources Manager,Bachelor's,23,10841700.0,37,0
Human Resources Manager,Master's,16,6374300.0,37,1
Human Resources Manager,Master's,5,1834800.0,37,1
Human Resources Manager,Bachelor's,4,1259000.0,37,0
Human Resources Manager,Master's,25,17673300.0,37,1
Human Resources Manager,Bachelor's,11,2784700.0,37,0
Human Resources Manager,PhD,26,24373200.0,37,2
Human Resources Manager,PhD,15,7018400.0,37,2
Project Manager,Master's,27,30503900.0,57,1
Project Manager,Master's,10,4443800.0,57,1
Project Manager,PhD,6,3473300.0,57,2
Project Manager,PhD,19,15154800.0,57,2
Project Manager,PhD,14,8611500.0,57,2
Project Manager,Master's,2,1797600.0,57,1
Project Manager,Master's,14,6980300.0,57,1
Project Manager,Master's,8,3551300.0,57,1
Project Manager,PhD,3,2483400.0,57,2
Project Manager,PhD,21,19009900.0,57,2
Project Manager,PhD,15,9626300.0,57,2
Project Manager,Bachelor's,27,23464500.0,57,0
Project Manager,Bachelor's,16,6746500.0,57,0
Project Manager,Bachelor's,3,1544600.0,57,0
Project Manager,PhD,0,1763600.0,57,2
Project Manager,Master's,9,3961000.0,57,1
Project Manager,Master's,15,7827100.0,57,1
Project Manager,PhD,21,19025300.0,57,2
Project Manager,Master's,2,1795500.0,57,1
Project Manager,Bachelor's,26,20945600.0,57,0
Project Manager,Bachelor's,26,20944200.0,57,0
Project Manager,Bachelor's,10,3416000.0,57,0
Project Manager,Bachelor's,8,2727600.0,57,0
Project Manager,PhD,16,10784600.0,57,2
Project Manager,Bachelor's,22,13310000.0,57,0
Project Manager,Master's,4,2248900.0,57,1
Project Manager,PhD,15,9632200.0,57,2
Project Manager,Master's,2,1797300.0,57,1
Project Manager,Master's,25,24318100.0,57,1
Project Manager,Master's,15,7835400.0,57,1
Project Manager,PhD,9,4879300.0,57,2
Project Manager,PhD,30,52733900.0,57,2
Project Manager,Bachelor's,23,14910000.0,57,0
Project Manager,Bachelor's,22,13304200.0,57,0
Project Manager,PhD,13,7684600.0,57,2
Project Manager,Bachelor's,8,2719800.0,57,0
Project Manager,Bachelor's,5,1935600.0,57,0
Project Manager,Bachelor's,21,11889600.0,57,0
Project Manager,Bachelor's,8,2728600.0,57,0
Project Manager,PhD,27,37530600.0,57,2
Project Manager,Master's,25,24326400.0,57,1
Project Manager,PhD,4,2769100.0,57,2
Project Manager,PhD,27,37531800.0,57,2
Project Manager,PhD,25,29906600.0,57,2
Project Manager,Bachelor's,12,4285700.0,57,0
Project Manager,Bachelor's,10,3406800.0,57,0
Project Manager,Master's,23,19377400.0,57,1
Project Manager,Master's,24,21712700.0,57,1
Project Manager,Bachelor's,5,1937200.0,57,0
Project Manager,Bachelor's,16,6742000.0,57,0
Accountant,Master's,27,15251200.0,2,1
Accountant,Bachelor's,14,2689600.0,2,0
Accountant,PhD,2,1103400.0,2,2
Accountant,Master's,22,8655600.0,2,1
Accountant,Bachelor's,20,5304100.0,2,0
Accountant,Bachelor's,12,2143600.0,2,0
Accountant,PhD,13,3834100.0,2,2
Accountant,Master's,25,12148200.0,2,1
Accountant,PhD,15,4822100.0,2,2
Accountant,PhD,6,1726300.0,2,2
Accountant,Master's,8,1772400.0,2,1
Accountant,Bachelor's,11,1917400.0,2,0
Accountant,PhD,15,4814800.0,2,2
Accountant,Master's,8,1778300.0,2,1
Accountant,Bachelor's,14,2683000.0,2,0
Accountant,Master's,19,6160800.0,2,1
Accountant,PhD,15,4817300.0,2,2
Accountant,Master's,21,7733500.0,2,1
Accountant,Bachelor's,29,14711100.0,2,0
Accountant,Master's,14,3496400.0,2,1
Accountant,PhD,3,1235100.0,2,2
Accountant,PhD,13,3838200.0,2,2
Accountant,PhD,22,10644200.0,2,2
Accountant,Master's,14,3489800.0,2,1
Accountant,Master's,27,15248600.0,2,1
Accountant,Bachelor's,14,2688100.0,2,0
Accountant,Bachelor's,29,14714400.0,2,0
Accountant,PhD,9,2444300.0,2,2
